Date,Actual_Close,Predicted_Close
2008-06-10,1335.489990234375,1359.267645421304
2008-06-11,1339.8699951171875,1335.304457975387
2008-06-12,1360.030029296875,1341.2120977396585
2008-06-13,1360.1400146484375,1360.4568792431792
2008-06-16,1350.9300537109375,1359.4405123695306
2008-06-17,1337.81005859375,1352.1924407098293
2008-06-18,1342.8299560546875,1339.033288744585
2008-06-19,1317.9300537109375,1342.4212732963285
2008-06-20,1318.0,1318.0812307701885
2008-06-23,1314.2900390625,1317.6161703414507
2008-06-24,1321.969970703125,1314.9721821314752
2008-06-25,1283.1500244140625,1322.6037968335957
2008-06-26,1278.3800048828125,1285.5594300827283
2008-06-27,1280.0,1280.1759297692442
2008-06-30,1284.9100341796875,1281.7482735150747
2008-07-01,1261.52001953125,1283.9246363964578
2008-07-02,1262.9000244140625,1264.14393267946
2008-07-03,1252.31005859375,1265.008129743511
2008-07-07,1273.699951171875,1254.6957420182848
2008-07-08,1244.68994140625,1273.3845506976236
2008-07-09,1253.3900146484375,1246.7009251727259
2008-07-10,1239.489990234375,1253.327289261364
2008-07-11,1228.300048828125,1240.3954894140027
2008-07-14,1214.9100341796875,1229.206130078922
2008-07-15,1245.3599853515625,1216.1956182990536
2008-07-16,1260.3199462890625,1245.5083699731292
2008-07-17,1260.6800537109375,1259.297056790113
2008-07-18,1260.0,1259.4086026340224
2008-07-21,1277.0,1260.6411909620347
2008-07-22,1282.18994140625,1276.0090334307363
2008-07-23,1252.5400390625,1280.4157077176485
2008-07-24,1257.760009765625,1252.6726370010567
2008-07-25,1234.3699951171875,1257.7570581280881
2008-07-28,1263.199951171875,1235.7177307929255
2008-07-29,1284.260009765625,1263.0062610566072
2008-07-30,1267.3800048828125,1284.6182282397906
2008-07-31,1260.31005859375,1268.1220486555696
2008-08-01,1249.010009765625,1262.455159245984
2008-08-04,1284.8800048828125,1250.79249086302
2008-08-05,1289.18994140625,1285.3259572744776
2008-08-06,1266.0699462890625,1287.8803397180006
2008-08-07,1296.3199462890625,1266.6361784525532
2008-08-08,1305.3199462890625,1297.859289089327
2008-08-11,1289.5899658203125,1304.875369047416
2008-08-12,1285.8299560546875,1287.9843390766673
2008-08-13,1292.9300537109375,1285.8351854857015
2008-08-14,1298.199951171875,1292.7487556943543
2008-08-15,1278.5999755859375,1296.586976471703
2008-08-18,1266.68994140625,1279.313549567714
2008-08-19,1274.5400390625,1267.7178268110986
2008-08-20,1277.719970703125,1275.3099470018865
2008-08-21,1292.199951171875,1277.7131347143343
2008-08-22,1266.8399658203125,1292.373177606894
2008-08-25,1271.510009765625,1268.7018897557837
2008-08-26,1281.6600341796875,1272.220968880218
2008-08-27,1300.6800537109375,1282.0554891896534
2008-08-28,1282.8299560546875,1299.132689109712
2008-08-29,1277.5799560546875,1282.3046958790999
2008-09-02,1274.97998046875,1279.1087190969072
2008-09-03,1236.8299560546875,1274.4320677938956
2008-09-04,1242.31005859375,1237.6803705241261
2008-09-05,1267.7900390625,1242.0773392954022
2008-09-08,1224.510009765625,1268.3658557995652
2008-09-09,1232.0400390625,1226.5197679602263
2008-09-10,1249.050048828125,1234.5992053474897
2008-09-11,1251.699951171875,1250.5703722015737
2008-09-12,1192.699951171875,1250.050918618058
2008-09-15,1213.5999755859375,1196.7700514097144
2008-09-16,1156.3900146484375,1215.0409394806154
2008-09-17,1206.510009765625,1159.68270741034
2008-09-18,1255.0799560546875,1206.6697643740943
2008-09-19,1207.0899658203125,1256.636367309714
2008-09-22,1188.219970703125,1208.2034126436522
2008-09-23,1185.8699951171875,1192.3541281584198
2008-09-24,1209.1800537109375,1187.7743958255894
2008-09-25,1213.27001953125,1207.2621628056718
2008-09-26,1106.4200439453125,1210.4001877693738
2008-09-29,1166.3599853515625,1113.877867392933
2008-09-30,1161.06005859375,1170.7127705423056
2008-10-01,1114.280029296875,1161.5215427399316
2008-10-02,1099.22998046875,1115.5177818237114
2008-10-03,1056.8900146484375,1108.2779247057504
2008-10-06,996.22998046875,1062.471850695174
2008-10-07,984.9400024414062,1003.935343944954
2008-10-08,909.9199829101562,991.8806888763952
2008-10-09,899.219970703125,921.3618280166768
2008-10-10,1003.3499755859376,906.6939136874535
2008-10-13,998.010009765625,1011.8561871313887
2008-10-14,907.8400268554688,1002.1797758169739
2008-10-15,946.4299926757812,914.9459626643606
2008-10-16,940.5499877929688,951.4710615322679
2008-10-17,985.4000244140624,941.8223066221037
2008-10-20,955.0499877929688,979.5781211089654
2008-10-21,896.780029296875,953.9495439778711
2008-10-22,908.1099853515624,898.2509776662178
2008-10-23,876.77001953125,909.8132193071838
2008-10-24,848.9199829101562,876.2136657644867
2008-10-27,940.510009765625,851.4938047089704
2008-10-28,930.0900268554688,945.4644287192771
2008-10-29,954.0900268554688,933.8696157857889
2008-10-30,968.75,956.3926529958446
2008-10-31,966.2999877929688,974.0104880965187
2008-11-03,1005.75,966.0697315622356
2008-11-04,952.77001953125,1005.045745343127
2008-11-05,904.8800048828124,954.0248588853638
2008-11-06,930.989990234375,907.0618271715387
2008-11-07,919.2100219726562,932.730012520364
2008-11-10,898.9500122070312,921.4861451244808
2008-11-11,852.2999877929688,901.2036521655568
2008-11-12,911.2899780273438,860.031439239317
2008-11-13,873.2899780273438,917.555938357375
2008-11-14,850.75,878.3842010235712
2008-11-17,859.1199951171875,855.9456387080345
2008-11-18,806.5800170898438,865.0391405341609
2008-11-19,752.4400024414062,812.0690400051535
2008-11-20,800.030029296875,759.5006669253264
2008-11-21,851.8099975585938,804.6951609429095
2008-11-24,857.3900146484375,853.4540066307072
2008-11-25,887.6799926757812,855.8799678152025
2008-11-26,896.239990234375,888.7666988881688
2008-11-28,816.2100219726562,894.7255658991046
2008-12-01,848.8099975585938,816.5014819541864
2008-12-02,870.739990234375,847.1923612981886
2008-12-03,845.219970703125,867.6453696914912
2008-12-04,876.0700073242188,842.2348886070467
2008-12-05,909.7000122070312,877.7588780637025
2008-12-08,888.6699829101562,912.1689550529154
2008-12-09,899.239990234375,889.1325861305152
2008-12-10,873.5900268554688,901.0400658712822
2008-12-11,879.72998046875,876.2243579564267
2008-12-12,868.5700073242188,879.1496773087204
2008-12-15,913.1799926757812,870.3011679417482
2008-12-16,904.4199829101562,915.0244955093069
2008-12-17,885.280029296875,906.0562452276968
2008-12-18,887.8800048828125,888.1773168537709
2008-12-19,871.6300048828125,891.3837332818168
2008-12-22,863.1599731445312,871.9799280489547
2008-12-23,868.1500244140625,863.7948225247872
2008-12-24,872.7999877929688,868.9533409180167
2008-12-26,869.4199829101562,873.3626747674698
2008-12-29,890.6400146484375,870.3417869502525
2008-12-30,903.25,892.0296632198865
2008-12-31,931.7999877929688,903.6401514445922
2009-01-02,927.4500122070312,931.0437377194323
2009-01-05,934.7000122070312,925.6729714207895
2009-01-06,906.6500244140624,932.9255786624508
2009-01-07,909.72998046875,905.4087897104489
2009-01-08,890.3499755859375,907.2596720500521
2009-01-09,870.260009765625,890.2966278601439
2009-01-12,871.7899780273438,870.5543621159036
2009-01-13,842.6199951171875,873.1948272153857
2009-01-14,843.739990234375,845.1546568518891
2009-01-15,850.1199951171875,846.2653119418167
2009-01-16,805.219970703125,853.4310824404399
2009-01-20,840.239990234375,809.6732320426252
2009-01-21,827.5,843.8453778895791
2009-01-22,831.9500122070312,829.1684641644113
2009-01-23,836.5700073242188,831.5513900790677
2009-01-26,845.7100219726562,838.4745308029762
2009-01-27,874.0900268554688,844.6307781098737
2009-01-28,845.1400146484375,872.3502387572544
2009-01-29,825.8800048828125,843.2399657079748
2009-01-30,825.4400024414062,825.415915741846
2009-02-02,838.510009765625,824.2752881879039
2009-02-03,832.22998046875,836.457594811877
2009-02-04,845.8499755859375,831.9421461591912
2009-02-05,868.5999755859375,846.4848868509441
2009-02-06,869.8900146484375,869.6138112100039
2009-02-09,827.1599731445312,869.4670134320074
2009-02-10,833.739990234375,829.6932105302587
2009-02-11,835.1900024414062,835.0731856689838
2009-02-12,826.8400268554688,834.4375628267471
2009-02-13,789.1699829101562,826.3157139184295
2009-02-17,788.4199829101562,792.0649679407802
2009-02-18,778.9400024414062,791.2288826626539
2009-02-19,770.0499877929688,781.8986738614219
2009-02-20,743.3300170898438,770.9729285870328
2009-02-23,773.1400146484375,747.7845591746861
2009-02-24,764.9000244140625,775.9106513692393
2009-02-25,752.8300170898438,766.180956070381
2009-02-26,735.0900268554688,754.8661794228117
2009-02-27,700.8200073242188,736.9451894766703
2009-03-02,696.3300170898438,702.1195569561157
2009-03-03,712.8699951171875,697.1479615008368
2009-03-04,682.5499877929688,713.7925304805551
2009-03-05,683.3800048828125,682.6458033922729
2009-03-06,676.530029296875,685.4679208821917
2009-03-09,719.5999755859375,679.2415809650943
2009-03-10,721.3599853515625,720.1928361483003
2009-03-11,750.739990234375,720.7526308498248
2009-03-12,756.5499877929688,750.0078287275182
2009-03-13,753.8900146484375,755.1095069090625
2009-03-16,778.1199951171875,752.699863586505
2009-03-17,794.3499755859375,776.1162269437773
2009-03-18,784.0399780273438,791.6023951477121
2009-03-19,768.5399780273438,781.6470036847156
2009-03-20,822.9199829101562,768.4443436360975
2009-03-23,806.1199951171875,823.7611282452378
2009-03-24,813.8800048828125,804.9299113311333
2009-03-25,832.8599853515625,814.5784769775473
2009-03-26,815.9400024414062,835.0183352251056
2009-03-27,787.530029296875,816.2306844121078
2009-03-30,797.8699951171875,789.4545532320603
2009-03-31,811.0800170898438,801.4661781304819
2009-04-01,834.3800048828125,812.1445080987912
2009-04-02,842.5,835.9261998195632
2009-04-03,835.47998046875,843.4251479934312
2009-04-06,815.5499877929688,835.6918283034624
2009-04-07,825.1599731445312,816.6860408795087
2009-04-08,856.5599975585938,824.7542733590526
2009-04-09,858.72998046875,855.0733252550554
2009-04-13,841.5,856.1172242308446
2009-04-14,852.0599975585938,840.7758090871307
2009-04-15,865.2999877929688,852.0263491704243
2009-04-16,869.5999755859375,864.2477764458786
2009-04-17,832.3900146484375,867.2317248043416
2009-04-20,850.0800170898438,833.1043897956788
2009-04-21,843.5499877929688,850.0920789257393
2009-04-22,851.9199829101562,843.9441911699682
2009-04-23,866.22998046875,850.4550493998165
2009-04-24,857.510009765625,867.1522811502148
2009-04-27,855.1599731445312,857.7403004780194
2009-04-28,873.6400146484375,855.42676650052
2009-04-29,872.8099975585938,874.2755161130465
2009-04-30,877.52001953125,871.9662205213988
2009-05-01,907.239990234375,875.8006937654736
2009-05-04,903.7999877929688,906.6247107624263
2009-05-05,919.530029296875,901.2008868484538
2009-05-06,907.3900146484376,917.1719932070714
2009-05-07,929.22998046875,906.8435265682203
2009-05-08,909.239990234375,926.9669493362571
2009-05-11,908.3499755859376,907.5360501405567
2009-05-12,883.9199829101562,906.9742221528013
2009-05-13,893.0700073242188,884.7403996598887
2009-05-14,882.8800048828125,893.4119393765443
2009-05-15,909.7100219726562,884.3405383677716
2009-05-18,908.1300048828124,910.6931820920859
2009-05-19,903.469970703125,909.2134861983482
2009-05-20,888.3300170898438,905.0849557113227
2009-05-21,887.0,889.4097239087164
2009-05-22,910.3300170898438,887.3082938465282
2009-05-26,893.0599975585938,909.6071070590431
2009-05-27,906.8300170898438,892.3335385355356
2009-05-28,919.1400146484376,906.2441183822625
2009-05-29,942.8699951171876,918.3978148460167
2009-06-01,944.739990234375,941.1136142147648
2009-06-02,931.760009765625,942.4472523698184
2009-06-03,942.4600219726562,929.9969018579086
2009-06-04,940.0900268554688,940.7208198785727
2009-06-05,939.1400146484376,938.4154334968628
2009-06-08,942.4299926757812,937.4545571641436
2009-06-09,939.1500244140624,941.9793853645849
2009-06-10,944.8900146484376,939.3501190492602
2009-06-11,946.2100219726562,945.6710084138585
2009-06-12,923.719970703125,945.9322696423751
2009-06-15,911.969970703125,924.532550131964
2009-06-16,910.7100219726562,913.6922793334193
2009-06-17,918.3699951171876,911.9400397969014
2009-06-18,921.22998046875,918.7320160029735
2009-06-19,893.0399780273438,921.715013186019
2009-06-22,895.0999755859375,895.1201857726605
2009-06-23,900.9400024414062,896.3509248999071
2009-06-24,920.260009765625,901.9352114900746
2009-06-25,918.9000244140624,919.0504948651903
2009-06-26,927.22998046875,917.341236470528
2009-06-29,919.3200073242188,926.2369143740661
2009-06-30,923.3300170898438,918.6660661887045
2009-07-01,896.4199829101562,922.1561781628795
2009-07-02,898.719970703125,896.1672854394612
2009-07-06,881.030029296875,897.0761623474882
2009-07-07,879.5599975585938,881.3296112757844
2009-07-08,882.6799926757812,879.4037361226763
2009-07-09,879.1300048828125,883.8102393818103
2009-07-10,901.0499877929688,879.7862843361436
2009-07-13,905.8400268554688,902.3769674650657
2009-07-14,932.6799926757812,905.9233100629676
2009-07-15,940.739990234375,932.5628338899464
2009-07-16,940.3800048828124,939.6359322151388
2009-07-17,951.1300048828124,937.942659582546
2009-07-20,954.5800170898438,949.1909822453983
2009-07-21,954.0700073242188,951.6536875287334
2009-07-22,976.2899780273438,951.3663210062857
2009-07-23,979.260009765625,974.7375066932827
2009-07-24,982.1799926757812,977.0272663288222
2009-07-27,979.6199951171876,980.4246844283584
2009-07-28,975.1500244140624,979.1591511081383
2009-07-29,986.75,974.5517160441789
2009-07-30,987.47998046875,987.6415760262569
2009-07-31,1002.6300048828124,987.639649191819
2009-08-03,1005.6500244140624,1002.9100272594364
2009-08-04,1002.719970703125,1005.7492499287791
2009-08-05,997.0800170898438,1002.3586545311102
2009-08-06,1010.47998046875,997.5396094118344
2009-08-07,1007.0999755859376,1010.4796442341651
2009-08-10,994.3499755859376,1005.5170697250383
2009-08-11,1005.8099975585938,993.6171666093046
2009-08-12,1012.72998046875,1006.3688700692196
2009-08-13,1004.0900268554688,1011.6515311916
2009-08-14,979.72998046875,1003.0976749734864
2009-08-17,989.6699829101562,980.625899299605
2009-08-18,996.4600219726562,990.0314082848092
2009-08-19,1007.3699951171876,995.7051441651022
2009-08-20,1026.1300048828125,1006.1073998796408
2009-08-21,1025.5699462890625,1025.8397186101652
2009-08-24,1028.0,1025.0585373109325
2009-08-25,1028.1199951171875,1027.2844901664096
2009-08-26,1030.97998046875,1026.5134660822002
2009-08-27,1028.9300537109375,1028.3277085167722
2009-08-28,1020.6199951171876,1027.094907383206
2009-08-31,998.0399780273438,1018.7476779457888
2009-09-01,994.75,999.2948732206341
2009-09-02,1003.239990234375,994.8220436474969
2009-09-03,1016.4000244140624,1003.2492847141184
2009-09-04,1025.3900146484375,1016.2420024335408
2009-09-08,1033.3699951171875,1025.5487942090401
2009-09-09,1044.1400146484375,1033.7465770003066
2009-09-10,1042.72998046875,1043.618130497928
2009-09-11,1049.3399658203125,1041.5457386816045
2009-09-14,1052.6300048828125,1047.4161715348098
2009-09-15,1068.760009765625,1050.392804401945
2009-09-16,1065.489990234375,1066.077016415477
2009-09-17,1068.300048828125,1063.4360203255148
2009-09-18,1064.6600341796875,1066.386409237207
2009-09-21,1071.6600341796875,1063.2449957176348
2009-09-22,1060.8699951171875,1070.2977359440215
2009-09-23,1050.780029296875,1061.2183101428775
2009-09-24,1044.3800048828125,1051.4408285798024
2009-09-25,1062.97998046875,1045.4599123449125
2009-09-28,1060.6099853515625,1063.9206286794904
2009-09-29,1057.0799560546875,1061.2692226994193
2009-09-30,1029.8499755859375,1057.5593983369931
2009-10-01,1025.2099609375,1032.2565319261269
2009-10-02,1040.4599609375,1025.6388639256372
2009-10-05,1054.719970703125,1040.574686836745
2009-10-06,1057.5799560546875,1053.9513722529819
2009-10-07,1065.47998046875,1056.4244429796024
2009-10-08,1071.489990234375,1065.4748289852193
2009-10-09,1076.18994140625,1070.1864732697832
2009-10-12,1073.18994140625,1074.0810384715173
2009-10-13,1092.02001953125,1070.4910864547755
2009-10-14,1096.56005859375,1089.8308028142246
2009-10-15,1087.6800537109375,1093.6497598398048
2009-10-16,1097.9100341796875,1085.5957684696248
2009-10-19,1091.06005859375,1097.1361587339165
2009-10-20,1081.4000244140625,1090.0184852255795
2009-10-21,1092.9100341796875,1081.7416960625776
2009-10-22,1079.5999755859375,1093.0782400480773
2009-10-23,1066.949951171875,1080.2127008117077
2009-10-26,1063.4100341796875,1068.9815894506612
2009-10-27,1042.6300048828125,1065.3303174103069
2009-10-28,1066.1099853515625,1044.6211574878757
2009-10-29,1036.18994140625,1067.3425358136815
2009-10-30,1042.8800048828125,1038.5164461075449
2009-11-02,1045.4100341796875,1044.147822714515
2009-11-03,1046.5,1046.1711164930493
2009-11-04,1066.6300048828125,1046.7424042662408
2009-11-05,1069.300048828125,1066.1432478403642
2009-11-06,1093.0799560546875,1067.858138217495
2009-11-09,1093.010009765625,1091.3186251634488
2009-11-10,1098.510009765625,1090.4968794795443
2009-11-11,1087.239990234375,1096.11415594624
2009-11-12,1093.47998046875,1085.6146074115934
2009-11-13,1109.300048828125,1091.2506237262298
2009-11-16,1110.3199462890625,1107.6228576513179
2009-11-17,1109.800048828125,1107.9141882662082
2009-11-18,1094.9000244140625,1108.7303072420275
2009-11-19,1091.3800048828125,1095.5466903600716
2009-11-20,1106.239990234375,1091.656153579185
2009-11-23,1105.6500244140625,1107.2686457600728
2009-11-24,1110.6300048828125,1105.3520942870175
2009-11-25,1091.489990234375,1110.928491223185
2009-11-27,1095.6300048828125,1093.362538917929
2009-11-30,1108.8599853515625,1096.2625089317385
2009-12-01,1109.239990234375,1109.231398588766
2009-12-02,1099.9200439453125,1108.410139429203
2009-12-03,1105.97998046875,1100.5078339942852
2009-12-04,1103.25,1106.9119139014288
2009-12-07,1091.93994140625,1102.5872134873348
2009-12-08,1095.949951171875,1091.1403028029795
2009-12-09,1102.3499755859375,1095.3768970148656
2009-12-10,1106.4100341796875,1101.8173998565771
2009-12-11,1114.1099853515625,1105.2397817941985
2009-12-14,1107.9300537109375,1113.2689585834178
2009-12-15,1109.1800537109375,1107.2127171569032
2009-12-16,1096.0799560546875,1108.6952860355889
2009-12-17,1102.469970703125,1095.3141445915996
2009-12-18,1114.050048828125,1101.2509443168074
2009-12-21,1118.02001953125,1113.4231956890637
2009-12-22,1120.5899658203125,1116.7728175110394
2009-12-23,1126.47998046875,1119.92377190047
2009-12-24,1127.780029296875,1126.1750434989965
2009-12-28,1126.199951171875,1126.7746842674292
2009-12-29,1126.4200439453125,1125.0638155491006
2009-12-30,1115.0999755859375,1125.1825955664874
2009-12-31,1132.989990234375,1115.032209854942
2010-01-04,1136.52001953125,1132.6069810327026
2010-01-05,1137.1400146484375,1135.6630349360457
2010-01-06,1141.68994140625,1136.0732373306635
2010-01-07,1144.97998046875,1141.366448464632
2010-01-08,1146.97998046875,1144.0447348430507
2010-01-11,1136.219970703125,1145.8383816078751
2010-01-12,1145.6800537109375,1135.4199229176747
2010-01-13,1148.4599609375,1145.3080192528448
2010-01-14,1136.030029296875,1147.5784906781766
2010-01-15,1150.22998046875,1135.6726517253528
2010-01-19,1138.0400390625,1150.2077729231469
2010-01-20,1116.47998046875,1137.803212661207
2010-01-21,1091.760009765625,1117.402219235522
2010-01-22,1096.780029296875,1093.926277001028
2010-01-25,1092.1700439453125,1097.8244800072907
2010-01-26,1097.5,1092.9538546653419
2010-01-27,1084.530029296875,1097.912181954679
2010-01-28,1073.8699951171875,1086.689985509213
2010-01-29,1089.18994140625,1076.515358838368
2010-02-01,1103.3199462890625,1089.766844241132
2010-02-02,1097.280029296875,1102.2554730309328
2010-02-03,1063.1099853515625,1095.5208097500392
2010-02-04,1066.18994140625,1064.5160217068153
2010-02-05,1056.739990234375,1065.486533245075
2010-02-08,1070.52001953125,1056.260403415611
2010-02-09,1068.1300048828125,1069.6348475881532
2010-02-10,1078.469970703125,1067.6913544996414
2010-02-11,1075.510009765625,1078.1422200521545
2010-02-12,1094.8699951171875,1075.212001922356
2010-02-16,1099.510009765625,1094.4214076984304
2010-02-17,1106.75,1098.2373432465374
2010-02-18,1109.1700439453125,1105.146236532169
2010-02-19,1108.010009765625,1108.121767285209
2010-02-22,1094.5999755859375,1106.5742776662942
2010-02-23,1105.239990234375,1094.0906711948012
2010-02-24,1102.93994140625,1104.5201308823616
2010-02-25,1104.489990234375,1101.7955289961303
2010-02-26,1115.7099609375,1103.9735810584857
2010-03-01,1118.31005859375,1116.1533052906523
2010-03-02,1118.7900390625,1118.5627146789402
2010-03-03,1122.969970703125,1119.3005545954882
2010-03-04,1138.699951171875,1123.2376136498108
2010-03-05,1138.5,1138.509055883769
2010-03-08,1140.449951171875,1137.4386337383903
2010-03-09,1145.6099853515625,1139.7168718927226
2010-03-10,1150.239990234375,1144.8794530464477
2010-03-11,1149.989990234375,1148.5805665965502
2010-03-12,1150.510009765625,1148.5638708316528
2010-03-15,1159.4599609375,1149.1484103138093
2010-03-16,1166.2099609375,1158.4622513815832
2010-03-17,1165.8299560546875,1165.2085456266411
2010-03-18,1159.9000244140625,1164.7180947987933
2010-03-19,1165.81005859375,1159.8344119088285
2010-03-22,1174.1700439453125,1165.468608945474
2010-03-23,1167.719970703125,1173.2090777224364
2010-03-24,1165.72998046875,1166.6755458243622
2010-03-25,1166.5899658203125,1166.4365870326433
2010-03-26,1173.219970703125,1166.7258102325782
2010-03-29,1173.27001953125,1172.36882971865
2010-03-30,1169.4300537109375,1172.5668679860582
2010-03-31,1178.0999755859375,1168.8410265878824
2010-04-01,1187.43994140625,1177.7930329667208
2010-04-05,1189.43994140625,1186.314242524953
2010-04-06,1182.449951171875,1187.9517082152988
2010-04-07,1186.43994140625,1181.5086045570345
2010-04-08,1194.3699951171875,1185.4253429828368
2010-04-09,1196.47998046875,1192.8068221972721
2010-04-12,1197.300048828125,1194.6777987621858
2010-04-13,1210.6500244140625,1195.7766381553522
2010-04-14,1211.6700439453125,1209.4598149473832
2010-04-15,1192.1300048828125,1209.9584676372326
2010-04-16,1197.52001953125,1191.5810741726957
2010-04-19,1207.1700439453125,1196.722893352038
2010-04-20,1205.93994140625,1206.1363623565464
2010-04-21,1208.6700439453125,1204.4277346352528
2010-04-22,1217.280029296875,1208.0215734517574
2010-04-23,1212.050048828125,1216.8597500444469
2010-04-26,1183.7099609375,1211.3258573648588
2010-04-27,1191.3599853515625,1184.7009354132344
2010-04-28,1206.780029296875,1191.5371494487201
2010-04-29,1186.68994140625,1206.0892853461326
2010-04-30,1202.260009765625,1186.4390136839186
2010-05-03,1173.5999755859375,1202.9697268929372
2010-05-04,1165.8699951171875,1175.1699148590085
2010-05-05,1128.1500244140625,1165.779944484864
2010-05-06,1110.8800048828125,1131.0267367684173
2010-05-07,1159.72998046875,1112.5725926350033
2010-05-10,1155.7900390625,1161.7115182710882
2010-05-11,1171.6700439453125,1155.8649073333988
2010-05-12,1157.43994140625,1171.7616624056382
2010-05-13,1135.6800537109375,1159.4884849999462
2010-05-14,1136.93994140625,1135.8324275688706
2010-05-17,1120.800048828125,1135.5764034043896
2010-05-18,1115.050048828125,1120.5800407225772
2010-05-19,1071.5899658203125,1113.463988976105
2010-05-20,1087.68994140625,1073.4893654275268
2010-05-21,1073.6500244140625,1089.1571611226004
2010-05-24,1074.030029296875,1075.5476947082739
2010-05-25,1067.949951171875,1073.8303425131944
2010-05-26,1103.06005859375,1071.6440098202686
2010-05-27,1089.4100341796875,1104.3149768135365
2010-05-28,1070.7099609375,1089.4855471249462
2010-06-01,1098.3800048828125,1071.9846102185306
2010-06-02,1102.8299560546875,1099.1845710287926
2010-06-03,1064.8800048828125,1100.5501448143089
2010-06-04,1050.469970703125,1064.457176951494
2010-06-07,1062.0,1051.9260197416113
2010-06-08,1055.68994140625,1061.6651648037234
2010-06-09,1086.8399658203125,1055.7242144089262
2010-06-10,1091.5999755859375,1087.4984309435483
2010-06-11,1089.6300048828125,1092.0815667841293
2010-06-14,1115.22998046875,1090.9153202838963
2010-06-15,1114.6099853515625,1116.1644360969353
2010-06-16,1116.0400390625,1113.3428701886553
2010-06-17,1117.510009765625,1114.0767066258277
2010-06-18,1113.199951171875,1116.5419871809065
2010-06-21,1095.31005859375,1113.2362962846178
2010-06-22,1092.0400390625,1095.9328480796958
2010-06-23,1073.68994140625,1092.4708453570931
2010-06-24,1076.760009765625,1074.9439312575782
2010-06-25,1074.5699462890625,1078.0663611028745
2010-06-28,1041.239990234375,1076.7283515803588
2010-06-29,1030.7099609375,1044.521400819649
2010-06-30,1027.3699951171875,1034.7591580289243
2010-07-01,1022.5800170898438,1030.036958892065
2010-07-02,1028.06005859375,1024.3945542477861
2010-07-06,1060.27001953125,1030.7186137289978
2010-07-07,1070.25,1061.6354707809867
2010-07-08,1077.9599609375,1069.1461257211267
2010-07-09,1078.75,1076.213422389738
2010-07-12,1095.3399658203125,1076.7945621699969
